"cohortId","cohortName","atlasId","description","createdDate","modifiedDate","librarian","cohortNameFormatted","lastModifiedBy","cohortNameLong","status","addedVersion","logicDescription","hashTag","contributors","contributorOrcIds","contributorOrganizations","peerReviewers","peerReviewerOrcIds","recommendedReferentConceptIds","ohdsiForumPost","replaces","notes","cohortNameAtlas","recommendedEraPersistenceDurations","recommendedEraCollapseDurations","recommendSubsetOperators","id","name"
407,"[P][R] Hemorrhoids ",407,"cohortNameLong : Hemorrhoids;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Hemorrhoids. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 195562;
ohdsiForumPost : ;
replaces : ;
","2023-05-31","2023-09-19","rao@ohdsi.org","Hemorrhoids",,"Hemorrhoids","Pending peer review","","all events of Hemorrhoids. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","195562","","",,,,,,407,407
410,"[P] Acute Urinary tract infections UTI",410,"cohortNameLong : Acute Urinary tract infections UTI;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : ;
hashTag : #Symptoms;
contributors : Stephen H. Fortin;
contributorOrcIds : ;
contributorOrganizations : ;
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 81902;
ohdsiForumPost : ;
replaces : ;
","2023-06-01","2023-09-19","rao@ohdsi.org","Acute Urinary tract infections UTI",,"Acute Urinary tract infections UTI","Pending peer review","","","#Symptoms","Stephen H. Fortin","","","","","81902","","",,,,,,410,410
411,"[P] Sepsis or Septic Shock",411,"cohortNameLong : Sepsis or Septic Shock;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of Sepsis or Septic Shock;
hashTag : ;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 132797;
ohdsiForumPost : ;
replaces : ;
","2023-06-01","2023-09-25","rao@ohdsi.org","Sepsis or Septic Shock",,"Sepsis or Septic Shock","Pending peer review","","All events of Sepsis or Septic Shock","","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","132797","","",,,,,,411,411
412,"Transverse myelitis indexed on diagnosis (1Ps, 0Era, 365W)",412,"cohortNameLong : Transverse myelitis indexed on diagnosis (1Ps, 0Era, 365W);
librarian : rao@ohdsi.org;
status : Accepted;
addedVersion : 3.7.0;
logicDescription : events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis. Events have a 365 days washout period. The events persist for 1 day. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia;
hashTag : #Accepted, #Level2;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : Evan Minty;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 139803, 443904;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-transverse-myelitis/17769;
replaces : ;
","2023-06-02","2023-09-19","rao@ohdsi.org","Transverse myelitis indexed on diagnosis (1Ps, 0Era, 365W)",,"Transverse myelitis indexed on diagnosis (1Ps, 0Era, 365W)","Accepted","3.7.0","events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis. Events have a 365 days washout period. The events persist for 1 day. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","#Accepted, #Level2","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","Evan Minty","","139803, 443904","https//forums.ohdsi.org/t/phenotype-submission-transverse-myelitis/17769","",,,,,,412,412
414,"[P] Acute Skin Eruption symptoms",414,"cohortNameLong : Acute Skin Eruption symptoms;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of certain skin eruption symptoms;
hashTag : #Symptoms;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 134438, 45766714;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-06-02","2023-09-25","rao@ohdsi.org","Acute Skin Eruption symptoms",,"Acute Skin Eruption symptoms","Pending peer review","","All events of certain skin eruption symptoms","#Symptoms","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","134438, 45766714","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,414,414
415,"[P][R] Erythema of skin ",415,"cohortNameLong : Erythema of skin;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Erythema of skin. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 4300442, 40481101;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-06-02","2023-09-19","rao@ohdsi.org","Erythema of skin",,"Erythema of skin","Pending peer review","","all events of Erythema of skin. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","4300442, 40481101","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,415,415
416,"[P] Skin Rash",416,"cohortNameLong : Skin Rash;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : All events of Skin Erythema;
hashTag : #Symptoms;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 135618;
ohdsiForumPost : https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895;
replaces : ;
","2023-06-02","2023-09-25","rao@ohdsi.org","Skin Rash",,"Skin Rash","Pending peer review","","All events of Skin Erythema","#Symptoms","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","135618","https//forums.ohdsi.org/t/phenotype-submission-symptoms-and-signs/17895","",,,,,,416,416
417,"[P] Acute gastrointestinal bleeding events",417,"cohortNameLong : Acute gastrointestinal bleeding events;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of gastrointestinal bleed;
hashTag : #Symptoms;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 192671;
ohdsiForumPost : ;
replaces : ;
","2023-06-02","2023-09-25","rao@ohdsi.org","Acute gastrointestinal bleeding events",,"Acute gastrointestinal bleeding events","Pending peer review","","all events of gastrointestinal bleed","#Symptoms","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","192671","","",,,,,,417,417
444,"[P][R] Neck pain",444,"cohortNameLong : Neck pain;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Neck pain. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 24134;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Neck pain",,"Neck pain","Pending peer review","","all events of Neck pain. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","24134","","",,,,,,444,444
445,"[P][R] Hypoglycemia",445,"cohortNameLong : Hypoglycemia;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Hypoglycemia. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 24609;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Hypoglycemia",,"Hypoglycemia","Pending peer review","","all events of Hypoglycemia. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","24609","","",,,,,,445,445
446,"[P][R] Eosinophilic esophagitis",446,"cohortNameLong : Eosinophilic esophagitis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Eosinophilic esophagitis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 27918;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Eosinophilic esophagitis",,"Eosinophilic esophagitis","Pending peer review","","all events of Eosinophilic esophagitis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","27918","","",,,,,,446,446
447,"[P][R] Esophagitis",447,"cohortNameLong : Esophagitis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Esophagitis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 30437, 30753;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Esophagitis",,"Esophagitis","Pending peer review","","all events of Esophagitis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","30437, 30753","","",,,,,,447,447
448,"[P][R] Dysphagia",448,"cohortNameLong : Dysphagia;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Dysphagia. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 31317;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Dysphagia",,"Dysphagia","Pending peer review","","all events of Dysphagia. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","31317","","",,,,,,448,448
449,"[P][R] Nausea",449,"cohortNameLong : Nausea;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Nausea. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 27674, 31967;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Nausea",,"Nausea","Pending peer review","","all events of Nausea. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","27674, 31967","","",,,,,,449,449
450,"[P][R] Constipation",450,"cohortNameLong : Constipation;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Constipation. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 75860;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Constipation",,"Constipation","Pending peer review","","all events of Constipation. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","75860","","",,,,,,450,450
451,"[P][R] Myasthenia gravis",451,"cohortNameLong : Myasthenia gravis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Myasthenia gravis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 76685;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Myasthenia gravis",,"Myasthenia gravis","Pending peer review","","all events of Myasthenia gravis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","76685","","",,,,,,451,451
452,"[P][R] Joint pain",452,"cohortNameLong : Joint pain;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Joint pain. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 77074, 78232;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Joint pain",,"Joint pain","Pending peer review","","all events of Joint pain. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","77074, 78232","","",,,,,,452,452
453,"[P][R] Osteoarthritis",453,"cohortNameLong : Osteoarthritis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Osteoarthritis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 80180, 4079750;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Osteoarthritis",,"Osteoarthritis","Pending peer review","","all events of Osteoarthritis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","80180, 4079750","","",,,,,,453,453
454,"[P][R] Dermatomyositis",454,"cohortNameLong : Dermatomyositis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Dermatomyositis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 80182;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Dermatomyositis",,"Dermatomyositis","Pending peer review","","all events of Dermatomyositis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","80182","","",,,,,,454,454
455,"[P][R] Fetal growth restriction",455,"cohortNameLong : Fetal growth restriction;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Fetal growth restriction. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 74469, 80204, 4145947;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Fetal growth restriction",,"Fetal growth restriction","Pending peer review","","all events of Fetal growth restriction. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","74469, 80204, 4145947","","",,,,,,455,455
456,"[P][R] Osteoporosis",456,"cohortNameLong : Osteoporosis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Osteoporosis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 80502;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Osteoporosis",,"Osteoporosis","Pending peer review","","all events of Osteoporosis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","80502","","",,,,,,456,456
457,"[P][R] Rheumatoid arthritis",457,"cohortNameLong : Rheumatoid arthritis;
librarian : rao@ohdsi.org;
status : Pending peer review;
addedVersion : ;
logicDescription : all events of Rheumatoid arthritis. Persons exit on cohort end date;
hashTag : #Referent, #Condition;
contributors : Gowtham A. Rao;
contributorOrcIds : '0000-0002-4949-7236';
contributorOrganizations : 'OHDSI';
peerReviewers : ;
peerReviewerOrcIds : ;
recommendedReferentConceptIds : 80809;
ohdsiForumPost : ;
replaces : ;
","2023-06-25","2023-09-19","rao@ohdsi.org","Rheumatoid arthritis",,"Rheumatoid arthritis","Pending peer review","","all events of Rheumatoid arthritis. Persons exit on cohort end date","#Referent, #Condition","Gowtham A. Rao","'0000-0002-4949-7236'","'OHDSI'","","","80809","","",,,,,,457,457
